12,5/26/2024 18:01,7259.13,2142,220,
12,5/26/2024 18:01,7283.62,2155,220,
12,5/26/2024 18:01,7276.93,2139,219,
12,5/26/2024 18:02,7267.3,2145,220,
12,5/26/2024 18:02,6963.25,2104,216,
12,5/26/2024 18:02,7208.71,2152,220,
12,5/26/2024 18:03,7212.79,2136,219,
12,5/26/2024 18:03,7241.35,2136,219,
12,5/26/2024 18:03,7261.75,2139,219,
12,5/26/2024 18:04,7207.24,2121,218,
12,5/26/2024 18:04,7216.87,2131,219,
12,5/26/2024 18:04,7257.67,2123,218,
12,5/26/2024 18:04,7223.56,2123,218,
12,5/26/2024 18:05,7212.79,2137,219,
12,5/26/2024 18:05,7114.54,2002,204,
12,5/26/2024 18:05,7139.02,2116,218,
13,5/26/2024 18:19,6878.39,2028,208,
13,5/26/2024 18:19,6796.46,1983,204,
13,5/26/2024 18:19,6780.14,2022,206,
13,5/26/2024 18:19,6266.23,1792,189,
13,5/26/2024 18:20,6812.78,2005,205,
13,5/26/2024 18:20,6695.61,1982,203,
13,5/26/2024 18:20,6113.14,1808,180,"Note: ignore 6113.14  reading, sample was taken in air"
13,5/26/2024 18:21,6221.51,1807,182,
13,5/26/2024 18:21,6190.01,1877,188,
13,5/26/2024 18:21,6322.69,1867,190,
13,5/26/2024 18:22,6285.97,1849,188,
13,5/26/2024 18:22,6106.94,1817,182,
13,5/26/2024 18:22,6113.96,1819,187,
13,5/26/2024 18:22,6084.26,1703,177,
13,5/26/2024 18:23,5845.82,1719,181,
13,5/26/2024 18:23,6297.07,1859,190,
13,5/26/2024 18:23,6471.37,1903,194,
13,5/26/2024 18:24,6542.53,1933,196,
13,5/26/2024 18:24,6528.81,1920,196,
13,5/26/2024 18:24,6650.07,1926,197,
